pet_id,pet_type,breed,age_months,color,size,weight_kg,vaccinated,health_condition,timein_shelter_days,adoption_fee,previous_owner,adoption_likelihood
856,Bird,Parakeet,136,Orange,Medium,10.12236038,0,0,12,290,0,0
857,Rabbit,Rabbit,46,Brown,Large,3.446755997,1,0,89,168,0,0
858,Cat,Persian,104,Black,Large,20.86517651,1,0,54,442,0,0
859,Rabbit,Rabbit,135,White,Large,21.52484302,1,0,89,143,0,0
860,Bird,Parakeet,151,Black,Medium,11.43978014,1,1,11,183,0,0
861,Bird,Parakeet,86,Gray,Large,3.224978584,0,1,60,44,0,0
862,Cat,Siamese,150,Brown,Small,13.3626338,0,0,68,242,0,0
863,Dog,Poodle,89,Gray,Large,13.82772828,1,0,78,314,0,0
864,Bird,Parakeet,22,Gray,Medium,20.39145566,0,0,46,433,0,1
865,Cat,Siamese,92,Gray,Large,10.14707535,1,0,38,468,0,0
866,Cat,Persian,29,Brown,Small,20.79537911,1,1,61,267,0,0
867,Cat,Persian,13,Brown,Medium,26.27316771,0,0,17,475,0,1
868,Dog,Poodle,2,Orange,Large,7.887095229,0,1,66,252,0,0
869,Cat,Siamese,29,Black,Medium,29.38866713,1,1,72,395,0,0
870,Cat,Siamese,27,Black,Medium,12.20467598,1,1,36,288,0,0
871,Rabbit,Rabbit,50,Orange,Medium,8.750501869,1,0,74,211,0,1
872,Dog,Labrador,95,Orange,Large,13.22382429,0,0,7,487,0,0
873,Rabbit,Rabbit,151,Gray,Medium,3.737526801,0,0,16,176,0,0
874,Dog,Labrador,88,Orange,Large,4.645471289,0,0,14,20,1,0
875,Bird,Parakeet,44,White,Small,13.01858736,0,0,80,315,0,0
876,Rabbit,Rabbit,22,Black,Large,23.11089114,1,0,25,51,0,1
877,Cat,Siamese,171,Orange,Small,27.10905495,0,0,4,437,1,0
878,Rabbit,Rabbit,165,White,Large,20.27972173,1,0,29,422,0,0
879,Rabbit,Rabbit,97,White,Medium,4.051367102,1,0,56,232,1,1
880,Cat,Siamese,3,White,Large,20.4885731,0,0,6,432,0,0
881,Bird,Parakeet,118,White,Medium,19.4274097,1,0,1,122,0,1
882,Bird,Parakeet,19,Gray,Small,24.36715363,1,0,39,361,1,1
883,Rabbit,Rabbit,23,White,Large,24.93221133,1,0,1,447,0,1
884,Rabbit,Rabbit,157,Gray,Medium,26.1778892,1,0,63,99,0,1
885,Rabbit,Rabbit,30,Gray,Small,13.00981392,1,0,57,213,0,0
886,Dog,Poodle,39,White,Small,21.23806747,1,0,67,409,0,0
887,Rabbit,Rabbit,108,Black,Large,8.779260409,1,0,65,326,0,0
888,Cat,Persian,111,White,Small,29.98075212,1,0,65,134,0,0
889,Bird,Parakeet,25,White,Medium,6.084693,1,0,21,455,1,1
890,Dog,Golden Retriever,128,White,Small,1.293318518,1,0,30,317,1,0
891,Bird,Parakeet,111,Black,Small,5.315452721,1,0,33,217,0,0
892,Rabbit,Rabbit,136,Brown,Medium,23.5002964,1,0,48,87,1,1
893,Cat,Siamese,106,Brown,Small,13.95672662,1,1,22,279,0,0
894,Cat,Siamese,144,Gray,Small,13.97750719,0,0,54,39,0,0
895,Cat,Siamese,72,Gray,Small,28.69566467,1,1,4,239,1,0
896,Cat,Siamese,129,Black,Small,27.66941233,1,0,87,331,1,0
897,Bird,Parakeet,108,Orange,Medium,10.0246474,1,0,55,430,1,1
898,Dog,Labrador,5,Brown,Small,7.062685735,1,0,44,135,0,1
899,Dog,Poodle,3,Gray,Medium,25.60598409,1,0,89,181,0,1
900,Cat,Siamese,132,Brown,Small,27.27455306,1,0,12,264,1,0
901,Bird,Parakeet,104,Black,Small,16.70631076,0,0,81,258,0,0
902,Cat,Persian,64,Black,Small,19.25328762,1,0,79,181,0,0
903,Cat,Persian,106,Orange,Small,8.450514256,1,0,74,20,0,0
904,Rabbit,Rabbit,98,Orange,Medium,24.22327795,1,0,52,350,1,1
905,Dog,Labrador,10,Black,Medium,19.33155043,1,1,76,431,0,1
906,Dog,Labrador,149,Gray,Medium,15.60189183,1,0,65,430,0,1
907,Rabbit,Rabbit,128,Brown,Large,2.743148126,0,0,65,471,0,0
908,Dog,Golden Retriever,46,White,Small,27.56211391,0,0,10,195,0,0
909,Rabbit,Rabbit,155,Orange,Small,18.84809119,1,0,18,211,1,0
910,Bird,Parakeet,66,White,Medium,6.588041746,0,1,47,446,0,0
911,Dog,Poodle,169,Gray,Large,18.58519739,1,0,66,15,0,0
912,Dog,Golden Retriever,112,Orange,Small,20.64643727,1,0,49,201,0,0
913,Bird,Parakeet,13,White,Medium,16.24733976,1,0,72,362,0,1
914,Rabbit,Rabbit,137,Gray,Small,21.8249504,0,0,22,217,0,0
915,Cat,Persian,164,Brown,Small,17.86216449,1,0,86,92,0,0
916,Bird,Parakeet,86,Gray,Medium,28.48531788,1,1,26,132,0,0
917,Dog,Poodle,90,Orange,Medium,2.557215279,1,0,9,138,0,1
918,Dog,Labrador,58,Black,Small,4.081125546,1,1,21,156,1,0
919,Cat,Persian,54,Brown,Small,6.036477472,0,1,63,492,1,0
920,Dog,Golden Retriever,12,White,Medium,21.01496105,1,0,6,334,0,1
921,Dog,Poodle,14,Orange,Small,19.72228031,1,0,14,69,0,1
922,Cat,Persian,121,Black,Small,26.86970695,1,0,33,303,1,0
923,Rabbit,Rabbit,162,Gray,Medium,22.25344613,1,0,71,14,0,1
924,Dog,Poodle,121,Black,Small,15.74230914,1,0,24,234,0,0
925,Cat,Persian,20,Orange,Small,29.76312198,0,1,73,211,1,0
926,Dog,Golden Retriever,75,Orange,Large,8.717130729,0,0,75,289,0,0
927,Rabbit,Rabbit,144,Black,Medium,25.16255813,1,0,87,59,0,1
928,Dog,Poodle,70,Gray,Large,13.37692079,1,0,51,251,0,0
929,Cat,Siamese,56,Black,Large,19.81331903,0,0,2,445,0,0
930,Bird,Parakeet,101,Orange,Large,22.09078564,1,1,15,1,1,0
931,Cat,Persian,132,Orange,Small,19.37886853,1,0,35,235,0,0
932,Cat,Siamese,111,White,Small,5.07471179,1,0,36,335,0,0
933,Rabbit,Rabbit,125,White,Large,13.84557931,1,0,39,18,1,0
934,Cat,Persian,132,Brown,Large,17.28171296,1,1,4,481,1,0
935,Bird,Parakeet,20,Orange,Large,25.62226902,1,0,64,48,0,1
936,Cat,Persian,138,White,Small,13.86572672,1,1,74,77,0,0
937,Bird,Parakeet,24,Black,Large,27.64367184,1,0,6,471,0,0
938,Cat,Persian,154,Gray,Large,13.77085247,1,0,57,27,1,0
939,Dog,Labrador,37,Black,Medium,16.91461592,0,0,30,47,0,1
940,Dog,Golden Retriever,54,Gray,Medium,24.09228481,0,0,74,95,0,0
941,Cat,Siamese,103,White,Small,17.90896285,1,0,67,164,0,0
942,Rabbit,Rabbit,149,Brown,Medium,28.8463241,1,0,15,457,0,1
943,Rabbit,Rabbit,38,Black,Medium,20.14973908,1,0,17,432,0,1
944,Rabbit,Rabbit,174,Black,Medium,16.15857417,1,0,18,364,0,1
945,Bird,Parakeet,4,Black,Small,1.684167066,1,0,19,175,0,1
946,Rabbit,Rabbit,57,Gray,Medium,12.99825403,1,0,76,72,0,1
947,Rabbit,Rabbit,173,White,Small,9.678204159,1,0,88,471,0,0
948,Rabbit,Rabbit,20,Black,Large,22.69506437,1,0,69,355,0,1
949,Cat,Siamese,17,Black,Medium,7.040052579,0,0,24,28,1,1
950,Rabbit,Rabbit,119,Brown,Small,6.951382532,1,0,48,443,1,0
951,Dog,Labrador,71,Brown,Medium,6.496052254,1,0,30,156,0,1
952,Dog,Golden Retriever,4,White,Large,4.642852782,1,1,15,313,0,0
953,Bird,Parakeet,14,White,Small,10.01920311,1,0,47,303,0,1
954,Dog,Golden Retriever,3,Orange,Small,26.69174132,1,0,44,278,0,1
955,Dog,Labrador,80,Brown,Small,23.4729257,1,1,27,282,0,0
956,Rabbit,Rabbit,55,Orange,Large,22.32228527,1,1,84,478,0,0
957,Cat,Siamese,132,Gray,Large,24.12276736,0,0,64,490,1,0
958,Rabbit,Rabbit,120,Orange,Large,8.813118791,1,1,41,6,0,0
959,Dog,Labrador,24,Black,Small,26.73580903,0,0,68,304,0,0
960,Rabbit,Rabbit,162,Orange,Large,4.981797879,1,0,5,181,0,0
961,Bird,Parakeet,158,White,Medium,10.75402607,0,0,53,108,1,0
962,Cat,Persian,82,Gray,Large,18.01569545,1,0,8,323,0,0
963,Dog,Golden Retriever,147,Black,Small,3.984247562,0,0,22,205,1,0
964,Cat,Siamese,159,Orange,Medium,22.17377545,0,1,7,233,0,0
965,Bird,Parakeet,60,Gray,Large,12.2301354,1,1,22,425,1,0
966,Dog,Poodle,147,Gray,Medium,23.7477643,1,0,46,457,1,1
967,Rabbit,Rabbit,49,Black,Medium,15.29399228,0,0,30,186,1,0
968,Dog,Poodle,63,Orange,Small,6.245361208,1,0,16,427,0,0
969,Cat,Persian,110,Gray,Medium,22.30809253,1,0,79,481,0,1
970,Cat,Persian,150,Gray,Medium,8.312174719,1,0,5,409,0,1
971,Bird,Parakeet,152,Brown,Small,15.23349874,0,0,67,406,1,0
972,Dog,Golden Retriever,109,Gray,Small,3.190464806,1,1,23,328,0,0
973,Rabbit,Rabbit,76,Brown,Small,18.91813298,0,0,61,356,0,0
974,Cat,Siamese,30,Orange,Medium,20.30987522,1,0,74,7,0,1
975,Cat,Siamese,58,Orange,Medium,11.98155209,0,0,5,52,0,0
976,Bird,Parakeet,117,Orange,Medium,28.67826063,1,0,23,397,0,1
977,Dog,Labrador,159,White,Small,26.35089872,0,1,79,198,0,0
978,Dog,Labrador,100,Orange,Large,21.53028656,1,0,82,390,0,1
979,Dog,Poodle,19,Gray,Medium,21.69591016,1,0,25,136,0,1
980,Dog,Labrador,176,Black,Large,8.319649733,0,0,8,258,1,0
981,Rabbit,Rabbit,173,Brown,Small,20.0476417,0,0,21,333,1,0
982,Rabbit,Rabbit,94,White,Medium,6.747981692,1,0,2,400,1,1
983,Bird,Parakeet,113,Orange,Large,5.176093494,1,0,22,497,0,0
984,Dog,Golden Retriever,146,Orange,Medium,29.98456893,1,0,72,171,1,1
985,Rabbit,Rabbit,63,Black,Medium,19.04890201,1,0,87,85,0,1
986,Rabbit,Rabbit,116,Black,Medium,13.49864831,1,0,72,45,0,1
987,Cat,Siamese,113,White,Large,9.356771164,1,0,68,345,0,0
988,Bird,Parakeet,47,Brown,Small,18.51369287,0,0,64,185,0,0
989,Rabbit,Rabbit,57,Orange,Medium,2.438211738,1,0,19,155,0,1
990,Rabbit,Rabbit,118,White,Small,3.745748725,0,1,87,492,1,0
991,Bird,Parakeet,45,Gray,Small,1.952844234,1,0,82,397,0,0
992,Cat,Persian,161,Gray,Large,15.47592516,1,0,53,8,0,0
993,Dog,Labrador,145,White,Large,18.41759225,1,0,87,114,0,1
994,Bird,Parakeet,4,Orange,Small,2.811913079,1,0,52,153,0,1
995,Dog,Golden Retriever,148,White,Medium,21.91550956,1,0,47,129,0,1
996,Dog,Golden Retriever,47,Orange,Large,7.681457074,1,1,82,330,0,0
997,Dog,Poodle,143,Black,Medium,20.87084216,0,0,54,80,1,0
998,Dog,Labrador,47,White,Medium,29.47501706,1,0,44,383,0,1
999,Cat,Persian,78,Orange,Medium,21.04207023,1,0,7,289,0,1
1000,Rabbit,Rabbit,124,White,Small,26.61259853,1,1,1,146,1,0
1001,Dog,Poodle,75,White,Medium,28.4977567,0,0,63,294,1,0
1002,Dog,Golden Retriever,103,Orange,Small,15.1157804,0,0,39,465,1,0
1003,Bird,Parakeet,137,Orange,Small,21.3674244,0,1,19,268,0,0
1004,Dog,Labrador,90,Brown,Medium,25.70710835,0,0,31,132,0,1
1005,Dog,Golden Retriever,144,White,Medium,11.34165847,1,0,77,49,0,1
1006,Rabbit,Rabbit,69,Gray,Medium,8.58052218,1,0,24,22,1,1
1007,Dog,Golden Retriever,61,White,Medium,28.45135861,1,0,69,377,1,1
1008,Rabbit,Rabbit,138,White,Small,22.06280151,1,0,87,375,0,0
1009,Cat,Siamese,50,Orange,Medium,7.370781868,1,0,83,87,0,1
1010,Rabbit,Rabbit,3,White,Medium,14.02341839,0,0,65,412,1,1
1011,Rabbit,Rabbit,107,White,Small,24.09710132,1,1,33,111,0,0
1012,Bird,Parakeet,113,Gray,Large,16.86482674,1,1,59,110,0,0
1013,Cat,Siamese,94,Orange,Large,19.84861085,0,0,33,71,0,0
1014,Rabbit,Rabbit,118,White,Small,22.85927786,1,0,32,153,0,0
1015,Dog,Labrador,81,Black,Large,19.03826648,1,0,59,462,1,1
1016,Bird,Parakeet,109,Brown,Small,16.66230034,0,0,41,56,0,0
1017,Rabbit,Rabbit,51,Gray,Medium,22.73881425,0,0,12,256,0,0
1018,Dog,Golden Retriever,147,White,Medium,22.09932803,1,0,73,155,0,1
1019,Dog,Labrador,170,Black,Large,19.26629961,0,0,11,112,0,0
1020,Bird,Parakeet,35,White,Medium,11.43389299,1,0,19,317,0,1
1021,Rabbit,Rabbit,46,White,Large,12.76855067,0,0,54,46,0,0
1022,Dog,Golden Retriever,154,Orange,Large,29.14271792,1,0,57,237,0,0
1023,Dog,Labrador,69,Orange,Medium,4.259192036,1,0,42,333,0,1
1024,Cat,Persian,93,Orange,Medium,8.7866426,1,0,71,105,1,1
1025,Bird,Parakeet,64,Black,Large,15.27965102,1,0,31,481,0,0
1026,Cat,Siamese,165,White,Medium,25.2651609,0,0,52,186,0,0
1027,Cat,Siamese,49,Brown,Small,5.746594248,1,0,2,158,1,0
1028,Bird,Parakeet,149,Gray,Medium,9.031683926,1,0,83,197,0,1
1029,Bird,Parakeet,74,Orange,Medium,2.908148316,0,0,38,381,1,0
1030,Dog,Golden Retriever,5,Orange,Small,21.47357272,0,0,32,176,0,0
1031,Bird,Parakeet,100,White,Medium,7.908073629,1,1,10,260,1,0
1032,Cat,Siamese,70,White,Medium,12.27156777,1,0,8,286,1,1
1033,Rabbit,Rabbit,90,Black,Large,13.86734196,1,0,75,292,0,0
1034,Dog,Poodle,4,Black,Medium,26.84810413,1,0,20,334,1,1
1035,Cat,Persian,126,Orange,Medium,12.92857842,1,1,20,142,1,0
1036,Dog,Labrador,39,White,Small,5.211525578,1,0,9,307,0,1
1037,Cat,Siamese,163,Brown,Large,16.20513321,1,0,72,490,0,0
1038,Cat,Siamese,129,Gray,Large,28.92578184,0,0,15,196,0,0
1039,Rabbit,Rabbit,24,White,Large,18.62288359,1,0,88,475,1,0
1040,Cat,Siamese,57,White,Medium,29.51822939,1,0,63,224,0,1
1041,Cat,Siamese,100,Black,Large,25.39211196,1,0,21,394,0,0
1042,Cat,Persian,70,Gray,Small,2.04300693,1,1,5,42,0,0
1043,Dog,Labrador,41,Orange,Large,20.09358827,1,0,35,453,0,1
1044,Dog,Poodle,174,White,Small,9.316239449,1,1,85,150,0,0
1045,Bird,Parakeet,60,Orange,Large,17.22888881,0,0,68,295,0,0
1046,Rabbit,Rabbit,108,White,Large,9.101010537,0,1,48,62,1,0
1047,Rabbit,Rabbit,57,Orange,Small,11.11724208,1,0,80,129,0,0
1048,Dog,Labrador,31,Gray,Large,27.77189264,1,0,62,254,0,1
1049,Cat,Persian,84,Black,Large,6.992652362,0,1,35,462,0,0
1050,Dog,Golden Retriever,152,Gray,Large,26.34916442,1,1,70,342,0,0
1051,Bird,Parakeet,36,Brown,Medium,1.883276434,0,0,21,213,0,0
1052,Dog,Labrador,158,Black,Small,3.635419613,1,0,80,72,0,1
1053,Rabbit,Rabbit,152,Gray,Large,25.7855762,1,1,39,430,0,0
1054,Rabbit,Rabbit,108,Brown,Small,19.2861249,1,0,34,103,0,0
1055,Cat,Persian,106,White,Small,22.669848,0,0,15,157,0,0
1056,Bird,Parakeet,158,White,Small,7.073112454,1,1,6,271,0,0
1057,Bird,Parakeet,86,Orange,Large,16.57542021,1,0,66,314,1,0
1058,Dog,Poodle,135,Black,Large,22.37935748,1,0,88,237,0,0
1059,Bird,Parakeet,163,White,Small,19.19210997,1,0,56,302,1,0
1060,Bird,Parakeet,14,Black,Medium,14.67926424,1,0,49,371,1,1
1061,Cat,Persian,120,White,Small,28.83372981,1,0,1,157,0,0
1062,Bird,Parakeet,138,Orange,Medium,20.60856267,0,1,65,108,1,0
1063,Bird,Parakeet,80,Gray,Small,27.32477321,1,0,28,8,0,0
1064,Cat,Siamese,144,Orange,Small,22.16334484,1,1,20,320,0,0
1065,Dog,Labrador,106,Brown,Small,22.32844233,1,1,48,58,0,0
1066,Cat,Persian,70,White,Large,3.320529823,0,0,72,357,1,0
1067,Cat,Persian,44,Brown,Medium,11.42447403,0,0,65,191,0,0
1068,Rabbit,Rabbit,73,Brown,Medium,25.89271279,0,0,51,135,1,0
1069,Rabbit,Rabbit,45,Black,Small,7.745512002,1,0,43,250,0,0
1070,Rabbit,Rabbit,107,White,Large,4.349670119,1,0,49,378,1,0
1071,Dog,Golden Retriever,84,Brown,Large,10.45707564,1,0,25,435,0,0
1072,Dog,Golden Retriever,82,Gray,Medium,7.392698662,1,0,74,145,0,1
1073,Dog,Golden Retriever,107,Brown,Large,27.83335765,0,0,76,346,0,0
1074,Dog,Poodle,21,Gray,Medium,26.17103262,1,0,41,465,0,1
1075,Dog,Golden Retriever,178,Black,Medium,15.49081368,1,0,71,351,0,1
1076,Rabbit,Rabbit,161,Brown,Medium,2.77897236,1,0,64,57,1,1
1077,Dog,Labrador,7,Orange,Large,21.72230804,1,0,61,176,0,1
1078,Rabbit,Rabbit,70,Black,Medium,19.07894021,1,0,12,287,1,1
1079,Dog,Poodle,127,Gray,Medium,29.14608545,1,0,81,244,0,1
1080,Dog,Poodle,143,Black,Small,17.20964397,0,0,69,47,1,0
1081,Cat,Persian,160,Brown,Medium,10.75541798,1,0,14,300,0,1
1082,Dog,Labrador,148,White,Medium,16.05162911,1,0,34,437,0,1
1083,Dog,Golden Retriever,143,White,Small,29.39863545,1,0,48,355,1,0
1084,Dog,Poodle,176,Gray,Small,21.19451054,0,0,61,99,0,0
1085,Dog,Golden Retriever,149,Gray,Large,20.487308,0,0,81,212,0,0
1086,Rabbit,Rabbit,170,White,Medium,7.979766102,1,0,35,301,0,1
1087,Dog,Golden Retriever,154,Gray,Large,22.56447301,1,1,65,479,0,0
1088,Bird,Parakeet,120,Black,Large,22.75788305,1,0,59,414,0,0
1089,Rabbit,Rabbit,128,Orange,Small,10.20138053,0,1,36,164,1,0
1090,Dog,Poodle,142,Orange,Large,15.02770114,0,0,79,399,0,0
1091,Bird,Parakeet,57,Black,Medium,9.543496655,1,0,19,429,0,1
1092,Dog,Labrador,165,Orange,Small,8.502447039,1,0,42,125,0,1
1093,Cat,Siamese,58,Brown,Medium,1.750986037,1,0,69,301,0,1
1094,Bird,Parakeet,21,Black,Medium,9.271140595,1,0,19,461,0,1
1095,Dog,Labrador,82,Gray,Small,17.06512855,1,0,39,120,1,1
1096,Cat,Persian,69,Black,Medium,1.046434439,0,0,69,87,1,0
1097,Bird,Parakeet,131,White,Small,9.21335343,0,0,52,216,0,0
1098,Rabbit,Rabbit,87,Gray,Medium,26.56089964,1,0,12,60,1,1
1099,Bird,Parakeet,165,White,Small,18.21580897,1,0,83,301,0,0
1100,Dog,Golden Retriever,49,Gray,Large,18.6280219,0,0,47,178,1,0
1101,Rabbit,Rabbit,147,Orange,Medium,12.69756485,1,0,76,189,0,1
1102,Cat,Persian,115,Black,Small,20.61769216,1,1,36,162,0,0
1103,Rabbit,Rabbit,89,Brown,Medium,6.508050221,0,0,63,80,0,0
1104,Rabbit,Rabbit,85,Gray,Medium,24.7436575,0,0,76,493,0,0
1105,Cat,Persian,128,Gray,Medium,4.383984478,0,0,82,169,0,0
1106,Rabbit,Rabbit,140,White,Small,20.02403928,1,1,51,300,0,0
1107,Rabbit,Rabbit,169,Orange,Large,10.89333045,0,0,43,373,0,0
1108,Dog,Poodle,161,White,Large,22.67787615,1,0,34,195,0,0
1109,Rabbit,Rabbit,178,White,Large,16.94317199,1,0,49,202,0,0
1110,Rabbit,Rabbit,117,Orange,Small,14.11823812,0,0,18,46,0,0
1111,Cat,Persian,127,Brown,Large,5.913249661,0,0,61,462,0,0
1112,Cat,Persian,71,White,Small,19.46782246,0,0,57,157,0,0
1113,Cat,Persian,86,White,Medium,29.26832546,1,1,5,407,0,0
1114,Rabbit,Rabbit,33,Gray,Medium,24.94249932,0,0,89,193,1,0
1115,Dog,Labrador,81,Orange,Large,2.740237585,0,0,24,426,1,0
1116,Rabbit,Rabbit,152,Black,Small,11.91065197,1,0,64,417,0,0
1117,Rabbit,Rabbit,61,Brown,Medium,27.84190727,0,0,59,278,0,0
1118,Bird,Parakeet,61,Brown,Small,15.58826868,1,0,38,316,0,0
1119,Cat,Siamese,98,Orange,Small,20.20124295,1,0,33,478,1,0
1120,Dog,Labrador,28,Gray,Medium,27.46538102,1,0,10,420,0,1
1121,Dog,Labrador,43,Gray,Small,26.34004602,1,0,37,268,0,1
1122,Rabbit,Rabbit,169,Orange,Medium,15.55279089,0,0,87,480,0,0
1123,Dog,Labrador,167,Gray,Medium,13.69174278,1,0,11,198,0,1
1124,Dog,Poodle,86,Brown,Medium,10.85108594,1,0,24,223,0,1
1125,Bird,Parakeet,177,Brown,Small,21.85156385,1,0,88,262,0,0
1126,Dog,Poodle,17,Black,Medium,9.322617185,0,1,71,425,0,0
1127,Cat,Siamese,98,Orange,Small,8.246740586,1,0,21,165,0,0
1128,Rabbit,Rabbit,98,White,Medium,11.33124694,0,0,20,179,0,0
1129,Dog,Golden Retriever,65,White,Medium,6.139236649,1,1,10,427,0,0
1130,Dog,Poodle,74,Black,Large,21.15847466,1,0,89,191,0,0
1131,Cat,Persian,85,Black,Large,18.87097883,0,1,47,396,1,0
1132,Cat,Persian,5,Gray,Large,15.00347749,1,0,47,215,0,1
1133,Bird,Parakeet,2,Black,Small,12.3194476,1,0,15,283,0,1
1134,Dog,Labrador,22,Black,Small,27.36281374,1,0,44,351,0,1
1135,Bird,Parakeet,112,White,Medium,1.844589765,1,1,62,106,0,0
1136,Rabbit,Rabbit,57,Gray,Medium,23.30412456,1,0,6,465,0,1
1137,Dog,Poodle,66,Black,Medium,27.15537758,1,1,66,97,0,0
1138,Dog,Poodle,74,Black,Medium,13.9442828,0,0,76,367,0,0
1139,Rabbit,Rabbit,98,Gray,Small,16.97002425,1,1,4,481,0,0
1140,Bird,Parakeet,144,Orange,Medium,28.38944695,0,0,23,498,0,0
1141,Dog,Golden Retriever,112,Gray,Medium,7.156047943,1,0,13,229,0,1
1142,Dog,Poodle,179,White,Large,16.08391059,1,1,81,256,0,0
1143,Bird,Parakeet,125,Orange,Medium,14.76691269,1,1,31,42,0,0
1144,Dog,Poodle,167,Brown,Medium,8.493386788,1,0,16,241,0,1
1145,Bird,Parakeet,86,Gray,Medium,24.73920368,1,0,41,41,0,1
1146,Bird,Parakeet,76,White,Small,27.08841725,1,0,1,94,0,0
1147,Dog,Labrador,88,Orange,Large,23.67604481,1,0,12,433,0,1
1148,Dog,Poodle,168,Gray,Medium,6.665409865,1,0,56,253,0,1
1149,Dog,Golden Retriever,38,Black,Medium,3.51571043,1,0,50,187,1,1
1150,Bird,Parakeet,59,Gray,Large,18.55789007,1,0,20,384,1,0
1151,Dog,Labrador,138,Brown,Medium,2.655748055,0,0,66,306,0,1
1152,Rabbit,Rabbit,99,Gray,Small,20.51195077,1,0,36,399,0,0
1153,Bird,Parakeet,63,Orange,Medium,16.38230239,1,0,79,166,0,1
1154,Cat,Persian,49,Orange,Small,20.22078625,1,0,38,270,0,0
1155,Dog,Labrador,32,Gray,Small,18.11495244,1,0,22,124,1,1
1156,Bird,Parakeet,135,Orange,Medium,13.25837452,1,0,61,160,1,1
1157,Dog,Poodle,21,Black,Large,6.825438224,1,0,50,86,1,1
1158,Bird,Parakeet,20,Gray,Small,9.865361939,1,0,59,308,0,1
1159,Dog,Golden Retriever,154,Black,Large,16.21051665,0,1,20,488,0,0
1160,Dog,Labrador,127,Black,Medium,19.90417472,1,0,36,225,1,1
1161,Dog,Poodle,68,White,Small,23.60500749,1,1,15,144,0,0
1162,Cat,Siamese,110,Gray,Medium,23.24795084,0,0,62,344,1,0
1163,Dog,Labrador,116,Orange,Large,29.20797355,1,0,3,247,0,1
1164,Cat,Siamese,143,Black,Medium,9.289402011,1,0,5,361,0,1
1165,Cat,Siamese,120,White,Medium,3.062210538,1,0,56,5,0,1
1166,Bird,Parakeet,79,Gray,Small,11.02405113,1,0,31,30,0,0
1167,Dog,Labrador,116,Gray,Medium,22.55553978,1,0,86,196,0,1
1168,Rabbit,Rabbit,92,Brown,Medium,13.70523788,1,0,35,231,0,1
1169,Cat,Siamese,14,Brown,Medium,24.71586449,1,0,71,295,0,1
1170,Dog,Poodle,155,Black,Small,16.93046459,1,0,70,413,0,0
1171,Rabbit,Rabbit,125,Brown,Large,27.96395996,1,0,26,324,0,0
1172,Bird,Parakeet,168,Black,Large,28.48803982,1,0,1,459,0,0
1173,Rabbit,Rabbit,58,Orange,Medium,3.009830675,1,1,83,134,1,0
1174,Bird,Parakeet,28,Black,Small,14.23598975,1,0,7,492,0,0
1175,Cat,Persian,26,Brown,Medium,18.68098278,1,0,36,12,0,1
1176,Cat,Persian,113,Orange,Large,8.420303684,1,0,76,496,1,0
1177,Cat,Siamese,66,Brown,Small,12.8052266,1,1,84,3,1,0
1178,Bird,Parakeet,153,Black,Large,20.65276469,1,0,87,177,0,0
1179,Cat,Persian,131,White,Large,7.57529258,1,0,25,233,1,0
1180,Dog,Poodle,44,Gray,Small,18.45745924,1,0,59,258,0,0
1181,Rabbit,Rabbit,97,Brown,Small,21.22598702,1,0,61,139,0,0
1182,Dog,Poodle,42,Black,Medium,3.624393022,1,0,29,64,0,1
1183,Cat,Siamese,6,Orange,Medium,15.42835016,1,0,18,282,0,1
1184,Dog,Labrador,167,Brown,Large,8.629320868,1,1,41,362,1,0
1185,Rabbit,Rabbit,23,Brown,Small,22.00720432,0,0,19,305,1,0
1186,Bird,Parakeet,89,Gray,Small,6.497109748,1,0,4,204,1,0
1187,Bird,Parakeet,123,Black,Medium,26.87489955,1,0,65,16,1,1
1188,Bird,Parakeet,178,White,Large,13.49729876,1,0,41,199,0,0
1189,Bird,Parakeet,171,Orange,Large,6.742087879,1,0,15,31,0,0
1190,Dog,Labrador,147,Black,Medium,13.70263209,1,0,54,211,1,1
1191,Cat,Persian,51,Orange,Small,12.85356912,1,0,64,434,1,0
1192,Bird,Parakeet,11,Brown,Medium,13.43864983,1,0,72,272,1,1
1193,Bird,Parakeet,12,Gray,Medium,17.98127751,0,0,15,289,1,1
1194,Bird,Parakeet,74,Gray,Medium,16.11403802,1,0,79,290,0,1
1195,Cat,Persian,8,White,Medium,5.343536819,1,0,50,482,1,1
1196,Rabbit,Rabbit,152,Gray,Small,2.901793107,1,0,22,485,1,0
1197,Cat,Persian,41,Brown,Medium,22.15304801,0,0,18,233,1,0
1198,Cat,Persian,164,White,Small,17.23180564,0,0,80,407,0,0
1199,Cat,Persian,85,Black,Medium,11.41102227,1,0,2,181,0,1
1200,Bird,Parakeet,72,Gray,Large,24.44237685,0,0,36,145,0,0
1201,Bird,Parakeet,55,White,Small,12.25369575,0,0,20,49,0,0
1202,Bird,Parakeet,137,Brown,Large,24.0829876,0,0,16,429,0,0
1203,Bird,Parakeet,47,Orange,Medium,9.866927698,1,1,67,431,0,0
1204,Cat,Persian,143,Orange,Medium,3.112513629,1,0,30,102,0,1
1205,Dog,Poodle,176,Brown,Medium,28.04655112,0,0,55,32,0,0
1206,Dog,Golden Retriever,104,Brown,Small,12.44198275,0,0,66,496,0,0
1207,Rabbit,Rabbit,42,Orange,Large,23.98808461,1,0,26,470,0,0
1208,Cat,Siamese,60,White,Small,9.095179863,1,1,57,88,0,0
