player_id,age,position,team,games_played,player_rating
P0626,22,Midfielder,Team 7,27,6
P0627,28,Goalkeeper,Team 5,40,5.9
P0628,34,Forward,Team 17,28,6.3
P0629,27,Midfielder,Team 3,32,8
P0630,27,Forward,Team 16,26,5.3
P0631,47,Defender,Team 16,28,6
P0632,27,Midfielder,Team 15,25,5.6
P0633,29,Forward,Team 16,26,5.8
P0634,26,Forward,Team 8,34,7.1
P0635,25,Goalkeeper,Team 16,39,7.6
P0636,29,Forward,Team 15,35,7.9
P0637,23,Goalkeeper,Team 11,23,4.2
P0638,28,Defender,Team 5,33,6.9
P0639,30,Midfielder,Team 10,36,6.3
P0640,32,Midfielder,Team 9,28,6.9
P0641,27,Midfielder,Team 12,29,5.7
P0642,32,Forward,Team 4,25,6.3
P0643,31,Midfielder,Team 13,21,6.9
P0644,23,Goalkeeper,Team 3,32,5.9
P0645,22,Midfielder,Team 3,27,6.4
P0646,26,Forward,Team 14,29,6.9
P0647,31,Forward,Team 19,28,8.1
P0648,12,Goalkeeper,Team 16,21,6.1
P0649,25,Goalkeeper,Team 2,24,5.9
P0650,33,Forward,Team 5,31,1
P0651,28,Forward,Team 5,32,5.7
P0652,18,Defender,Team 18,26,7.9
P0653,28,Defender,Team 12,26,7
P0654,29,Midfielder,Team 13,28,6.5
P0655,28,Defender,Team 3,33,7.8
P0656,29,Forward,Team 19,43,4.6
P0657,27,Defender,Team 10,27,7.4
P0658,22,Forward,Team 5,27,9.6
P0659,26,Defender,Team 12,36,6.9
P0660,23,Goalkeeper,Team 10,28,4.2
P0661,23,Forward,Team 7,38,6
P0662,22,Midfielder,Team 18,25,7.2
P0663,29,Midfielder,Team 19,29,7.8
P0664,27,Defender,Team 16,27,7.8
P0665,25,Goalkeeper,Team 13,27,5.6
P0666,24,Forward,Team 7,26,8.1
P0667,27,Midfielder,Team 19,29,5.8
P0668,31,Forward,Team 17,25,7.3
P0669,19,Defender,Team 12,26,9.1
P0670,29,Forward,Team 1,23,8.4
P0671,25,Forward,Team 7,29,6.9
P0672,19,Defender,Team 7,31,5.7
P0673,19,Midfielder,Team 3,27,7.8
P0674,23,Goalkeeper,Team 20,41,7
P0675,28,Goalkeeper,Team 13,32,5.8
P0676,29,Goalkeeper,Team 19,31,4.4
P0677,23,Defender,Team 1,34,4.7
P0678,31,Forward,Team 10,28,5.9
P0679,33,Defender,Team 18,23,3.2
P0680,29,Defender,Team 11,22,6.5
P0681,25,Forward,Team 5,27,6.2
P0682,31,Goalkeeper,Team 5,31,7.3
P0683,30,Defender,Team 19,23,6.5
P0684,30,Goalkeeper,Team 6,26,6.5
P0685,24,Midfielder,Team 15,32,6.4
P0686,18,Midfielder,Team 11,24,5.7
P0687,35,Goalkeeper,Team 19,36,6.2
P0688,21,Defender,Team 20,31,2
P0689,27,Forward,Team 3,33,6
P0690,37,Goalkeeper,Team 4,43,5.6
P0691,28,Goalkeeper,Team 9,31,6.6
P0692,31,Defender,Team 19,30,7
P0693,21,Goalkeeper,Team 5,31,6.8
P0694,20,Goalkeeper,Team 8,26,7.2
P0695,25,Defender,Team 11,27,5.6
P0696,31,Goalkeeper,Team 4,26,8.5
P0697,26,Goalkeeper,Team 16,31,3.8
P0698,24,Goalkeeper,Team 15,35,6.2
P0699,28,Midfielder,Team 14,22,14
P0700,31,Midfielder,Team 4,33,7
P0701,21,Forward,Team 4,33,5.5
P0702,22,Forward,Team 7,26,4.8
P0703,24,Forward,Team 3,27,6
P0704,31,Defender,Team 6,34,5.1
P0705,28,Defender,Team 4,33,4.8
P0706,36,Defender,Team 4,39,6.8
P0707,31,Goalkeeper,Team 8,39,4.9
P0708,27,Defender,Team 19,21,7.1
P0709,32,Forward,Team 3,25,5.2
P0710,28,Forward,Team 17,33,6.2
P0711,24,Forward,Team 8,26,6.7
P0712,30,Defender,Team 11,33,7.7
P0713,24,Defender,Team 14,25,7.6
P0714,26,Forward,Team 17,32,6.6
P0715,32,Midfielder,Team 6,33,6.1
P0716,27,Forward,Team 9,32,7.3
P0717,24,Defender,Team 12,30,5.6
P0718,25,Defender,Team 2,36,7.4
P0719,31,Forward,Team 7,32,7.1
P0720,25,Goalkeeper,Team 6,29,6.6
P0721,25,Midfielder,Team 9,31,6.4
P0722,25,Midfielder,Team 11,32,5.7
P0723,28,Defender,Team 8,32,6.3
P0724,25,Defender,Team 5,27,7.8
P0725,21,Defender,Team 19,27,5.5
P0726,23,Forward,Team 16,25,6.3
P0727,23,Defender,Team 3,34,5.7
P0728,32,Defender,Team 10,30,6.5
P0729,30,Defender,Team 1,27,3.4
P0730,29,Midfielder,Team 18,32,4.8
P0731,25,Midfielder,Team 5,38,6.8
P0732,24,Goalkeeper,Team 20,22,5.8
P0733,25,Goalkeeper,Team 1,28,9.1
P0734,23,Defender,Team 14,31,6.5
P0735,37,Midfielder,Team 19,30,6.5
P0736,18,Midfielder,Team 6,29,6
P0737,29,Midfielder,Team 2,22,6.7
P0738,22,Midfielder,Team 3,36,7.3
P0739,27,Goalkeeper,Team 2,23,5.9
P0740,23,Forward,Team 14,40,6.8
P0741,22,Midfielder,Team 3,27,7.6
P0742,22,Midfielder,Team 15,37,6.3
P0743,34,Midfielder,Team 11,22,6.7
P0744,26,Midfielder,Team 10,28,7.1
P0745,24,Forward,Team 8,22,15
P0746,29,Forward,Team 13,31,5.9
P0747,27,Defender,Team 5,38,6.6
P0748,30,Goalkeeper,Team 7,23,6
P0749,20,Midfielder,Team 18,30,5.2
P0750,28,Midfielder,Team 6,23,6.4
P0751,30,Defender,Team 14,34,7.4
P0752,20,Forward,Team 14,35,5.8
P0753,29,Defender,Team 9,31,6.9
P0754,34,Forward,Team 19,21,8.6
P0755,27,Goalkeeper,Team 10,33,7.3
P0756,30,Defender,Team 2,38,7.4
P0757,30,Defender,Team 9,42,6.8
P0758,24,Midfielder,Team 8,32,4.1
P0759,27,Defender,Team 13,27,6.7
P0760,21,Forward,Team 10,33,7.3
P0761,25,Forward,Team 18,22,6.9
P0762,28,Defender,Team 18,39,6.7
P0763,30,Forward,Team 18,24,8.7
P0764,27,Defender,Team 9,26,5
P0765,30,Goalkeeper,Team 20,30,6.2
P0766,23,Midfielder,Team 11,28,7.8
P0767,27,Goalkeeper,Team 14,38,6.9
P0768,27,Goalkeeper,Team 2,39,6.7
P0769,34,Midfielder,Team 14,34,7.1
P0770,26,Midfielder,Team 2,24,6.9
P0771,25,Midfielder,Team 1,32,5
P0772,27,Defender,Team 12,43,4.5
P0773,23,Forward,Team 7,37,9.1
P0774,28,Defender,Team 3,29,7.1
P0775,26,Forward,Team 15,27,10
P0776,20,Defender,Team 7,29,5.4
P0777,27,Forward,Team 5,30,7
P0778,26,Forward,Team 18,31,6.7
P0779,20,Goalkeeper,Team 17,23,6
P0780,27,Defender,Team 13,43,6.6
P0781,33,Midfielder,Team 16,32,5
P0782,29,Defender,Team 8,26,6.1
P0783,29,Midfielder,Team 17,33,5.1
P0784,22,Defender,Team 17,32,7.6
P0785,29,Goalkeeper,Team 1,44,7.7
P0786,28,Forward,Team 7,31,6.5
P0787,29,Midfielder,Team 10,34,5.7
P0788,29,Forward,Team 16,37,5.4
P0789,22,Forward,Team 5,36,7
P0790,27,Forward,Team 7,26,7
P0791,24,Goalkeeper,Team 11,31,8
P0792,27,Defender,Team 16,22,6.8
P0793,23,Forward,Team 7,24,5.8
P0794,32,Goalkeeper,Team 7,27,6.3
P0795,24,Goalkeeper,Team 17,34,8.2
P0796,11,Goalkeeper,Team 8,33,7.5
P0797,27,Defender,Team 6,28,6.8
P0798,23,Midfielder,Team 19,33,7.2
P0799,25,Forward,Team 3,31,6.1
P0800,24,Goalkeeper,Team 14,33,6.6
P0801,33,Midfielder,Team 15,26,3.4
P0802,30,Midfielder,Team 1,30,6.3
P0803,27,Goalkeeper,Team 20,40,7
P0804,25,Defender,Team 13,34,5.5
P0805,31,Midfielder,Team 13,29,7.1
P0806,29,Defender,Team 13,31,6.6
P0807,29,Defender,Team 6,35,8
P0808,27,Midfielder,Team 3,26,6.3
P0809,20,Midfielder,Team 7,27,7.3
P0810,27,Midfielder,Team 17,30,5.5
P0811,25,Defender,Team 3,34,6.7
P0812,30,Defender,Team 2,41,8.7
P0813,31,Midfielder,Team 14,34,6.2
P0814,24,Goalkeeper,Team 15,32,8.8
P0815,29,Goalkeeper,Team 18,23,7.4
P0816,34,Defender,Team 3,26,6.3
P0817,24,Goalkeeper,Team 12,30,8.2
P0818,34,Midfielder,Team 14,33,5.5
P0819,24,Defender,Team 18,23,4.2
P0820,27,Goalkeeper,Team 3,23,7.3
P0821,27,Defender,Team 14,34,5.8
P0822,27,Goalkeeper,Team 2,31,6.6
P0823,24,Goalkeeper,Team 6,34,6.8
P0824,25,Forward,Team 16,31,5.9
P0825,24,Goalkeeper,Team 19,34,7.2
P0826,28,Forward,Team 7,30,7.8
P0827,28,Midfielder,Team 7,30,5
P0828,36,Forward,Team 19,33,7.4
P0829,32,Defender,Team 17,26,6.8
P0830,25,Midfielder,Team 5,22,4.7
P0831,28,Forward,Team 6,31,6.6
P0832,31,Midfielder,Team 8,31,4.7
P0833,27,Goalkeeper,Team 4,37,8.4
P0834,27,Midfielder,Team 3,35,6.3
P0835,27,Goalkeeper,Team 16,42,4.1
P0836,30,Defender,Team 1,25,7
P0837,24,Goalkeeper,Team 6,32,6.9
P0838,26,Goalkeeper,Team 2,22,7
P0839,29,Goalkeeper,Team 4,34,8.2
P0840,28,Forward,Team 1,38,9.3
P0841,28,Defender,Team 8,25,5.3
P0842,46,Midfielder,Team 18,35,6
P0843,31,Goalkeeper,Team 10,25,6.8
P0844,36,Midfielder,Team 4,29,4.7
P0845,29,Midfielder,Team 13,34,6.8
P0846,26,Goalkeeper,Team 6,31,6.5
P0847,30,Forward,Team 10,23,7.7
P0848,25,Defender,Team 2,39,7.1
P0849,24,Goalkeeper,Team 12,28,5.7
P0850,27,Goalkeeper,Team 6,37,7.1
P0851,18,Defender,Team 11,26,5.5
P0852,22,Forward,Team 5,36,7.6
P0853,26,Defender,Team 8,31,5.9
P0854,22,Goalkeeper,Team 20,36,7.1
P0855,23,Defender,Team 19,28,7.1
P0856,25,Midfielder,Team 20,39,6.8
P0857,20,Midfielder,Team 7,41,6
P0858,25,Midfielder,Team 14,31,6.1
P0859,25,Forward,Team 12,36,5.2
P0860,27,Midfielder,Team 7,28,8
P0861,32,Defender,Team 12,29,5.8
P0862,28,Forward,Team 9,27,6
P0863,27,Defender,Team 4,25,7.6
P0864,27,Forward,Team 3,25,6.9
P0865,28,Defender,Team 8,29,3.6
P0866,23,Goalkeeper,Team 3,28,6.8
P0867,27,Forward,Team 15,37,7.5
P0868,28,Goalkeeper,Team 6,28,7.6
P0869,22,Goalkeeper,Team 17,33,6.7
P0870,30,Goalkeeper,Team 19,27,6.7
P0871,31,Goalkeeper,Team 9,31,6.4
P0872,24,Goalkeeper,Team 18,19,6.5
P0873,26,Goalkeeper,Team 19,36,4.8
P0874,23,Defender,Team 15,30,6.5
P0875,30,Midfielder,Team 7,31,6
P0876,23,Forward,Team 14,27,9.2
P0877,26,Defender,Team 4,32,6.2
P0878,24,Defender,Team 13,31,5.6
P0879,27,Defender,Team 7,32,4.6
P0880,20,Defender,Team 16,26,7.7
P0881,32,Midfielder,Team 5,28,6.1
P0882,23,Midfielder,Team 1,32,1
P0883,27,Forward,Team 12,28,6.1
P0884,26,Forward,Team 7,23,5.2
P0885,24,Defender,Team 7,27,7.6
P0886,23,Forward,Team 20,32,7.1
P0887,31,Goalkeeper,Team 7,25,7.6
P0888,25,Defender,Team 17,27,7.1
P0889,28,Forward,Team 1,26,5.4
P0890,24,Forward,Team 4,39,6
P0891,24,Goalkeeper,Team 6,21,5.3
P0892,29,Defender,Team 16,32,7.8
P0893,31,Midfielder,Team 8,24,10
P0894,26,Defender,Team 17,27,7.4
P0895,21,Midfielder,Team 12,29,6.8
P0896,35,Forward,Team 9,36,5.4
P0897,24,Midfielder,Team 1,27,5.1
P0898,21,Defender,Team 2,31,7
P0899,37,Forward,Team 15,27,7.1
P0900,25,Midfielder,Team 17,33,7.5
P0901,21,Midfielder,Team 3,39,5.9
P0902,24,Defender,Team 9,23,6.6
P0903,28,Forward,Team 19,25,6.4
P0904,28,Forward,Team 19,28,7.1
P0905,24,Midfielder,Team 12,31,6.1
P0906,34,Midfielder,Team 7,29,7.9
P0907,25,Midfielder,Team 20,39,7.7
P0908,22,Goalkeeper,Team 11,32,8.3
P0909,31,Forward,Team 3,32,6.6
P0910,32,Midfielder,Team 7,26,4.3
P0911,24,Midfielder,Team 4,40,6.7
P0912,21,Forward,Team 4,35,7.9
P0913,31,Goalkeeper,Team 8,28,7
P0914,19,Forward,Team 5,35,4.7
P0915,22,Goalkeeper,Team 5,43,7.8
P0916,31,Defender,Team 10,24,6.5
P0917,27,Forward,Team 5,23,7.5
P0918,26,Forward,Team 2,28,6.3
P0919,28,Defender,Team 18,26,4.2
P0920,26,Forward,Team 11,31,8.1
P0921,22,Defender,Team 17,32,7.2
P0922,32,Goalkeeper,Team 1,26,8
P0923,12,Forward,Team 14,30,5.5
P0924,48,Defender,Team 17,26,5.6
P0925,27,Midfielder,Team 6,35,6.4
P0926,36,Goalkeeper,Team 3,24,7.3
P0927,26,Goalkeeper,Team 1,33,5.4
P0928,26,Midfielder,Team 10,35,7
P0929,28,Midfielder,Team 8,31,3.3
P0930,33,Defender,Team 17,29,6.2
P0931,33,Midfielder,Team 15,25,7.6
P0932,26,Forward,Team 20,34,6.4
P0933,28,Defender,Team 6,31,7.4
P0934,21,Goalkeeper,Team 13,35,6.3
P0935,26,Forward,Team 16,26,7
P0936,24,Forward,Team 20,35,6.4
P0937,23,Goalkeeper,Team 19,29,5.4
P0938,34,Forward,Team 11,27,8.3
P0939,24,Goalkeeper,Team 3,32,7.3
P0940,25,Goalkeeper,Team 17,24,5.4
P0941,28,Goalkeeper,Team 12,35,8.1
P0942,32,Goalkeeper,Team 4,28,7.2
P0943,29,Defender,Team 10,25,6.7
P0944,38,Forward,Team 10,32,5.6
P0945,27,Midfielder,Team 11,27,6.3
P0946,28,Defender,Team 10,40,5.1
P0947,28,Midfielder,Team 20,36,6
P0948,33,Defender,Team 5,30,4.3
P0949,29,Forward,Team 15,31,6.8
P0950,27,Goalkeeper,Team 16,25,6
P0951,23,Midfielder,Team 2,24,3.7
P0952,28,Defender,Team 1,25,5.5
P0953,33,Forward,Team 16,34,4.8
P0954,25,Forward,Team 16,27,6
P0955,29,Defender,Team 14,32,6.5
P0956,12,Goalkeeper,Team 10,33,5.6
P0957,30,Defender,Team 18,33,4.7
P0958,24,Defender,Team 11,28,6.3
P0959,36,Defender,Team 11,34,7.2
P0960,22,Goalkeeper,Team 18,26,2.3
P0961,26,Midfielder,Team 8,33,6.3
P0962,31,Defender,Team 3,34,6.6
P0963,50,Forward,Team 8,29,8
P0964,30,Midfielder,Team 17,26,6.6
P0965,25,Forward,Team 13,29,5.3
P0966,27,Forward,Team 13,36,8.9
P0967,11,Defender,Team 11,33,7.1
P0968,33,Midfielder,Team 2,38,8.1
P0969,30,Defender,Team 9,25,8.5
P0970,30,Forward,Team 1,38,8.5
P0971,24,Defender,Team 12,21,7.4
P0972,31,Goalkeeper,Team 12,28,7.2
P0973,28,Goalkeeper,Team 11,24,7.9
P0974,33,Defender,Team 20,28,7.3
P0975,35,Defender,Team 16,41,7.8
P0976,26,Defender,Team 2,32,4.7
P0977,25,Defender,Team 19,31,8.2
P0978,24,Defender,Team 12,35,4.3
P0979,26,Goalkeeper,Team 18,27,6.6
P0980,25,Midfielder,Team 8,26,7.4
P0981,28,Defender,Team 10,36,6.2
P0982,26,Midfielder,Team 5,31,6.9
P0983,26,Defender,Team 12,33,8.4
P0984,31,Midfielder,Team 15,33,6.3
P0985,23,Goalkeeper,Team 2,49,8
P0986,29,Forward,Team 15,37,12
P0987,25,Midfielder,Team 1,26,5.5
P0988,30,Goalkeeper,Team 16,35,4.8
P0989,33,Midfielder,Team 2,29,6.6
P0990,26,Goalkeeper,Team 1,39,6.9
P0991,29,Forward,Team 20,32,5.3
P0992,28,Goalkeeper,Team 6,27,6.3
P0993,13,Defender,Team 6,35,7.1
P0994,28,Defender,Team 10,27,8.3
P0995,28,Midfielder,Team 16,36,4.7
P0996,29,Defender,Team 19,22,7.6
P0997,26,Defender,Team 10,39,4.4
P0998,27,Forward,Team 8,40,6.4
P0999,22,Defender,Team 10,27,6
P1000,26,Defender,Team 9,34,7.2
