cap_diameter,cap_shape,gill_attachment,gill_color,stem_height,stem_width,stem_color,season,class
942,2,5,0,0.512863881,1959,0,0.943194554,0
834,2,5,9,0.648149506,1754,10,0.943194554,0
854,2,5,0,0.031406215,1938,0,0.943194554,0
1366,5,5,0,1.376304489,2139,0,1.804272709,0
1054,5,5,9,0.600401639,1900,0,1.804272709,0
808,5,5,9,0.660086473,2091,10,0.943194554,0
659,2,5,0,0.32187241,1821,10,0.943194554,0
1098,2,5,9,0.349725333,1917,0,0.943194554,0
773,2,5,0,0.695897374,1847,10,0.943194554,0
885,5,5,0,0.294019487,2106,10,0.943194554,0
808,5,5,9,0.461137024,1845,10,0.943194554,0
895,2,5,9,0.227228069,1613,0,0.943194554,0
1135,5,5,9,0.40145219,1901,0,0.943194554,0
704,2,5,9,0.747624231,2042,10,0.943194554,0
1017,5,5,9,0.636212539,2034,0,1.804272709,0
789,5,5,9,0.115816377,1650,10,1.804272709,0
1055,2,5,0,0.843119966,1935,10,1.804272709,0
641,2,5,0,0.003553292,1915,0,0.943194554,0
876,5,5,9,0.715792319,2172,0,1.804272709,0
898,2,5,0,0.341767355,1786,0,0.943194554,0
1040,2,5,0,0.787414121,1850,0,0.943194554,0
932,2,5,0,0.461137024,2001,0,1.804272709,0
687,2,5,9,0.24627162,1896,10,0.943194554,0
1235,5,5,9,1.002279525,2128,10,0.943194554,0
917,5,5,9,0.851077944,2043,10,0.943194554,0
729,5,5,0,0.234334653,1854,0,0.943194554,0
824,2,5,0,0.699876363,2032,0,1.804272709,0
738,5,5,9,0.134859928,1788,10,0.943194554,0
1037,2,5,0,0.652128495,1977,10,1.804272709,0
1125,2,5,9,0.47705298,2020,0,0.943194554,0
990,2,5,9,0.294019487,1872,10,0.943194554,0
630,2,5,0,0.262187576,1887,0,0.943194554,0
913,5,5,9,1.133586162,2059,0,1.804272709,0
1054,5,5,0,0.492968936,1906,0,0.943194554,0
1068,5,5,0,1.197249985,2005,10,0.943194554,0
1400,5,5,9,1.038090426,2224,0,1.804272709,0
1101,2,5,9,0.910762779,2101,10,1.804272709,0
1155,5,5,0,0.795372099,2081,0,0.943194554,0
1266,2,5,9,0.922699746,1776,10,0.943194554,0
989,2,5,9,0.05130116,1566,10,0.943194554,0
1007,5,5,0,0.807309065,2088,0,0.943194554,0
903,5,5,9,0.453179046,1989,0,0.943194554,0
1139,5,5,0,0.588464672,2003,10,0.943194554,0
935,2,5,0,1.169397062,2076,0,1.804272709,0
1031,5,5,9,0.847098955,2084,0,1.804272709,0
938,2,5,9,0.202502741,1893,10,0.943194554,0
922,2,5,9,0.831182999,2066,10,1.804272709,0
750,5,5,0,0.863014911,2064,0,1.804272709,0
1142,5,5,9,0.739666253,1948,10,1.804272709,0
620,5,5,9,0.500926914,1941,10,0.943194554,0
709,2,5,0,0.779456143,1892,0,0.943194554,0
1222,2,5,9,0.835161988,2126,10,0.943194554,0
1057,5,5,9,1.089817283,2251,0,1.804272709,0
1046,2,5,9,0.787414121,1914,0,0.943194554,0
815,2,5,9,0.608359617,1897,10,0.943194554,0
866,2,5,9,0.218418697,1883,10,0.943194554,0
1019,2,5,0,0.994321547,2037,0,0.943194554,0
1047,5,5,0,0.640191528,2078,10,1.804272709,0
1067,2,5,0,0.584485683,2000,10,0.943194554,0
771,5,5,9,0.536737815,1677,10,0.943194554,0
1090,2,5,9,0.799351088,1949,10,0.943194554,0
917,2,5,0,0.938615702,2018,10,0.943194554,0
889,2,5,9,0.755582209,2090,10,0.943194554,0
1005,2,5,9,0.445221069,1864,0,0.943194554,0
813,5,5,9,0.473073991,1894,10,1.804272709,0
881,5,5,0,0.807309065,1843,10,1.804272709,0
884,5,5,9,0.405431179,1927,10,0.943194554,0
1026,2,5,0,0.82720401,1936,0,0.943194554,0
1120,5,5,0,0.799351088,1864,0,0.943194554,0
1022,5,5,9,0.146796895,2123,0,1.804272709,0
1174,5,5,0,0.616317595,1928,10,0.943194554,0
1019,2,5,0,0.863014911,2000,10,1.804272709,0
993,2,5,9,0.803330076,1997,0,1.804272709,0
796,5,5,9,0.167543234,1681,10,1.804272709,0
718,2,5,9,0.616317595,1750,0,1.804272709,0
1058,2,5,9,0.775477154,2078,0,0.943194554,0
629,5,5,9,0.552653771,1918,10,0.943194554,0
1000,5,5,0,0.385536234,1865,0,1.804272709,0
699,2,5,9,0.373599267,1999,10,0.943194554,0
928,2,5,0,0.16669184,1811,0,0.943194554,0
886,2,5,0,0.767519176,1751,0,1.804272709,0
563,5,5,0,0.039364193,1603,10,0.943194554,0
671,5,5,0,0.552653771,2065,0,1.804272709,0
566,2,5,0,0.274975936,1477,0,0.943194554,0
1106,5,5,0,0.389515223,1965,10,0.943194554,0
1130,2,5,0,0.918720757,2057,10,1.804272709,0
671,2,5,0,0.55663276,1766,10,1.804272709,0
1339,2,5,9,0.79139311,2221,10,0.943194554,0
839,5,5,9,0.465116013,2179,10,0.943194554,0
942,5,5,0,0.823225021,2025,10,1.804272709,0
1025,2,5,0,0.600401639,1969,0,1.804272709,0
1010,2,5,9,0.588464672,2111,0,0.943194554,0
535,5,5,0,0.548674782,1891,10,0.943194554,0
1037,5,5,9,0.457158035,1923,0,1.804272709,0
901,2,5,9,0.385536234,2011,0,1.804272709,0
1051,2,5,0,0.425326124,1862,0,0.943194554,0
676,5,5,9,0.349725333,1814,0,0.943194554,0
853,2,5,9,0.488989947,1961,0,0.943194554,0
902,5,5,9,0.234334653,1978,0,0.943194554,0
670,5,5,0,0.309935443,1434,10,0.943194554,0
949,5,5,9,0.731708275,2229,0,1.804272709,0
661,2,5,0,0.314765826,1537,10,1.804272709,0
1015,2,5,9,0.918720757,2136,10,0.943194554,0
1093,5,5,9,1.352430555,2086,10,1.804272709,0
962,2,5,0,0.309935443,1881,10,0.943194554,0
832,2,5,9,0.445221069,1875,0,0.943194554,0
798,5,5,9,0.048173565,1801,0,1.804272709,0
999,5,5,0,0.679981418,1746,10,0.943194554,0
1072,5,5,9,1.02217447,1957,10,1.804272709,0
1181,5,5,0,0.699876363,2314,0,1.804272709,0
1200,2,5,0,0.469095002,1978,10,1.804272709,0
987,5,5,9,0.365641289,1853,10,0.943194554,0
983,5,5,9,0.55663276,1981,10,0.943194554,0
854,5,5,9,0.262187576,1701,10,0.943194554,0
1021,2,5,9,0.465116013,1806,10,0.943194554,0
969,5,5,0,0.107007005,1808,0,0.943194554,0
1003,5,5,0,0.699876363,1948,0,0.943194554,0
1093,5,5,0,0.270145554,1903,10,0.943194554,0
816,2,5,0,0.894846823,1951,0,1.804272709,0
1026,5,5,0,0.926678735,2079,0,1.804272709,0
848,5,5,9,0.317893421,1841,10,0.943194554,0
950,5,5,0,0.138838917,1899,0,0.943194554,0
998,5,5,9,0.978405591,2113,10,1.804272709,0
1056,5,5,9,0.492968936,1819,10,1.804272709,0
994,2,5,9,1.010237503,2257,0,1.804272709,0
1023,2,5,9,0.305956454,1878,10,1.804272709,0
954,5,5,9,0.520821859,1919,0,0.943194554,0
867,2,5,9,0.616317595,1860,10,0.943194554,0
939,2,5,9,0.01151127,1757,0,1.804272709,0
800,2,5,0,0.679981418,1987,10,1.804272709,0
601,5,5,0,0.031406215,1739,0,0.943194554,0
1065,2,5,9,0.40145219,2033,0,0.943194554,0
884,2,5,7,0.305956454,1991,10,1.804272709,0
633,6,5,7,0.18345919,1844,10,0.943194554,0
762,6,5,7,0.544695793,1980,10,0.943194554,0
885,2,5,7,0.28208252,2039,10,0.943194554,0
917,6,5,3,1.054006382,2190,10,0.943194554,0
975,6,5,3,0.226376675,2084,10,0.943194554,0
844,6,5,3,0.469095002,2147,10,1.804272709,0
1067,2,5,3,0.353704322,1999,10,0.943194554,0
798,6,5,7,0.16669184,1919,10,0.943194554,0
851,6,5,7,0.67202344,2082,10,0.943194554,0
991,2,5,7,0.40145219,1868,10,1.804272709,0
840,5,5,7,0.496947925,1953,10,0.943194554,0
912,5,5,3,0.325851399,1938,10,0.943194554,0
819,6,5,7,0.859035922,2031,10,0.943194554,0
894,5,5,7,0.783435132,2274,10,1.804272709,0
865,5,5,3,0.683960407,1809,10,0.943194554,0
802,2,5,3,0.687939396,2005,10,0.943194554,0
646,6,5,7,0.353704322,1885,10,1.804272709,0
856,2,5,3,0.51684287,1821,10,1.804272709,0
636,2,5,7,0.119795366,1794,10,1.804272709,0
911,6,5,3,0.290040498,1881,10,1.804272709,0
653,6,5,3,0.44124208,2054,10,1.804272709,0
736,5,5,3,0.32187241,1899,10,0.943194554,0
715,5,5,3,0.691918385,2069,10,1.804272709,0
901,5,5,7,0.286061509,1725,10,0.943194554,0
769,2,5,7,0.031406215,1859,10,1.804272709,0
852,6,5,7,0.512863881,1848,10,1.804272709,0
1079,5,5,3,0.890867834,2073,10,0.943194554,0
909,2,5,7,0.398324595,1736,10,1.804272709,0
1094,2,5,7,0.763540187,2214,10,0.943194554,0
746,2,5,7,0.127753344,1825,10,0.943194554,0
938,2,5,7,0.577379099,1839,10,1.804272709,0
803,6,5,3,0.481031969,1997,10,0.943194554,0
779,6,5,7,0.656107484,2027,10,0.943194554,0
841,6,5,3,0.250250609,1809,10,0.943194554,0
837,5,5,7,0.301977465,2059,10,0.943194554,0
679,6,5,7,0.031406215,1784,10,1.804272709,0
773,2,5,3,0.640191528,2012,10,0.943194554,0
465,5,5,3,0.461988418,1744,10,0.943194554,0
931,2,5,3,0.540716804,1936,10,0.943194554,0
971,6,5,7,0.954531658,1998,10,0.943194554,0
795,2,5,7,0.067217116,1719,10,0.943194554,0
583,5,5,7,0.270996947,1652,10,0.943194554,0
922,6,5,3,1.17735504,2180,10,1.804272709,0
755,6,5,3,0.02827862,1724,10,1.804272709,0
913,2,5,3,0.51684287,2116,10,1.804272709,0
774,2,5,3,0.242292631,1949,10,1.804272709,0
859,2,5,3,0.333809377,2112,10,1.804272709,0
904,6,5,3,0.640191528,1915,10,1.804272709,0
956,6,5,3,0.580506694,2053,10,0.943194554,0
718,2,5,7,0.075175094,2000,10,0.943194554,0
735,2,5,7,0.255080992,1756,10,0.943194554,0
866,2,5,7,0.616317595,1838,10,0.943194554,0
627,2,5,7,0.294019487,1901,10,0.943194554,0
924,2,5,3,0.274975936,2077,10,0.943194554,0
907,6,5,3,0.178628807,1988,10,0.943194554,0
775,2,5,3,0.75160322,1986,10,1.804272709,0
634,6,5,7,0.430156507,1878,10,1.804272709,0
699,6,5,3,0.267017958,1687,10,1.804272709,0
1048,5,5,3,0.787414121,2159,10,1.804272709,0
817,5,5,3,0.75160322,1983,10,1.804272709,0
791,5,5,7,0.604380628,1820,10,0.943194554,0
940,5,5,7,0.048173565,1829,10,1.804272709,0
651,5,5,3,0.608359617,1955,10,1.804272709,0
727,6,5,3,0.182607796,1746,10,0.943194554,0
724,5,5,3,0.171522223,1879,10,0.943194554,0
945,2,5,7,0.687939396,1904,10,0.943194554,0
794,6,5,7,0.656107484,2052,10,0.943194554,0
900,5,5,7,0.202502741,2065,10,1.804272709,0
603,6,5,3,0.036236598,1929,10,0.943194554,0
850,2,5,3,0.170670829,1825,10,1.804272709,0
923,2,5,7,0.508884892,1922,10,0.943194554,0
960,2,5,3,0.886888845,2056,10,0.943194554,0
690,5,5,3,0.142817906,2158,10,0.943194554,0
844,2,5,7,0.242292631,2080,10,1.804272709,0
730,2,5,7,0.222397686,1860,10,1.804272709,0
660,6,5,3,0.409410168,1955,10,1.804272709,0
798,6,5,7,0.130880939,1776,10,1.804272709,0
783,5,5,7,0.266166565,1686,10,0.943194554,0
838,5,5,3,0.187438179,1988,10,0.943194554,0
780,6,5,3,0.020320642,2138,10,1.804272709,0
721,2,5,3,0.087112061,1784,10,0.943194554,0
827,5,5,3,0.234334653,1999,10,0.943194554,0
824,2,5,7,0.286061509,2151,10,1.804272709,0
813,6,5,7,0.1436693,2000,10,1.804272709,0
838,6,5,3,0.457158035,1810,10,0.943194554,0
701,5,5,3,0.215291102,1487,10,0.943194554,0
743,5,5,7,0.12690195,2025,10,1.804272709,0
1037,5,5,3,0.377578256,2090,10,0.943194554,0
797,5,5,3,0.831182999,2080,10,0.943194554,0
593,5,5,3,0.370471672,1664,10,1.804272709,0
853,2,5,7,0.429305113,1982,10,1.804272709,0
725,6,5,7,0.397473201,1910,10,0.943194554,0
624,2,5,3,0.648149506,1768,10,0.943194554,0
858,5,5,3,0.142817906,2088,10,0.943194554,0
813,6,5,7,0.099049027,1752,10,1.804272709,0
850,5,5,7,0.481031969,1953,10,1.804272709,0
677,6,5,3,0.354555716,1668,10,0.943194554,0
858,5,5,7,0.41821954,1798,10,1.804272709,0
797,2,5,3,0.226376675,1754,10,0.943194554,0
1048,6,5,7,0.747624231,2013,10,1.804272709,0
863,6,5,3,0.739666253,2086,10,1.804272709,0
839,6,5,7,0.32187241,2052,10,0.943194554,0
682,5,5,3,0.238313642,1993,10,0.943194554,0
868,2,5,3,0.37842965,1870,10,0.943194554,0
937,2,5,3,0.775477154,1906,10,0.943194554,0
882,5,5,7,0.393494212,1882,10,0.943194554,0
771,2,5,7,0.24627162,1754,10,1.804272709,0
925,6,5,3,0.918720757,2226,10,0.943194554,0
761,5,5,7,0.624275573,1947,10,1.804272709,0
824,2,5,3,0.080005477,1695,10,0.943194554,0
797,5,5,3,0.620296584,2204,10,0.943194554,0
918,6,5,3,0.739666253,2088,10,1.804272709,0
845,5,5,3,0.572548716,2011,10,1.804272709,0
635,6,5,3,0.040215587,1991,10,0.943194554,0
874,6,5,7,0.027427226,1951,10,1.804272709,0
748,5,5,3,0.238313642,1806,10,1.804272709,0
879,2,5,7,0.687939396,2040,10,1.804272709,0
795,6,5,3,0.481031969,2290,10,1.804272709,0
698,6,5,7,0.019469248,1889,10,1.804272709,0
757,5,5,7,0.57340011,1667,10,1.804272709,0
880,2,5,3,0.130880939,2036,10,1.804272709,0
766,6,5,3,0.445221069,2047,10,0.943194554,0
785,6,5,7,0.385536234,1622,10,0.943194554,0
1013,2,5,7,0.190565774,2266,10,0.943194554,0
708,2,5,7,0.163564245,1912,10,1.804272709,0
785,2,5,3,0.182607796,1761,10,0.943194554,0
786,2,5,7,0.305956454,1882,10,1.804272709,0
978,6,5,3,0.831182999,2140,10,1.804272709,0
858,5,5,3,0.425326124,2023,10,0.943194554,0
716,2,5,7,0.426177518,1837,10,1.804272709,0
794,2,5,3,0.310786837,1705,10,0.943194554,0
807,5,5,3,0.357683311,1895,10,0.943194554,0
879,6,5,3,0.20648173,1951,10,0.943194554,0
822,5,5,3,0.055280149,1625,10,1.804272709,0
844,6,5,7,0.787414121,2053,10,0.943194554,0
589,6,5,3,0.135711322,1695,10,1.804272709,0
606,2,5,3,0.123774355,1748,10,0.943194554,0
959,6,5,7,0.71181333,2207,10,1.804272709,0
767,6,5,3,0.568569727,1918,10,0.943194554,0
844,2,5,3,0.174649818,1807,10,0.943194554,0
753,6,5,3,0.488989947,1863,10,0.943194554,0
672,6,5,7,0.231207058,1792,10,1.804272709,0
1052,2,5,3,1.388241456,2307,10,1.804272709,0
1022,2,5,3,1.046048404,1941,10,0.943194554,0
562,6,5,7,0.422198529,1967,10,1.804272709,0
874,5,5,7,0.130880939,2058,10,0.943194554,0
877,6,5,3,0.715792319,2060,10,1.804272709,0
804,6,5,7,0.047322171,1699,10,1.804272709,0
613,6,5,7,0.517694264,1820,10,0.943194554,0
1021,6,5,3,0.723750297,1930,10,0.943194554,0
781,2,5,7,0.409410168,2051,10,1.804272709,0
918,2,5,7,0.564590738,1796,10,1.804272709,0
872,5,5,3,0.75160322,2226,10,0.943194554,0
733,5,5,7,0.122922961,1699,10,1.804272709,0
770,5,5,7,0.004404686,1885,10,1.804272709,0
855,6,5,7,0.040215587,2012,10,0.943194554,0
935,6,5,3,0.815267043,2217,10,1.804272709,0
914,5,5,3,0.496947925,2174,10,1.804272709,0
966,5,5,3,0.835161988,2183,10,0.943194554,0
895,2,5,3,0.437263091,2017,10,1.804272709,0
811,6,5,7,0.636212539,2052,10,0.943194554,0
609,6,5,3,0.194544763,1860,10,1.804272709,0
810,6,5,7,0.668044451,2154,10,0.943194554,0
780,5,5,7,0.715792319,1993,10,1.804272709,0
725,2,5,7,0.297998476,1900,10,0.943194554,0
914,6,5,7,0.234334653,1952,10,1.804272709,0
456,2,5,3,0.095921432,1663,10,1.804272709,0
811,5,5,3,0.715792319,2055,10,0.943194554,0
824,6,5,7,0.40145219,1955,10,0.943194554,0
751,2,5,3,1.252955831,2145,10,1.804272709,0
641,2,5,3,0.457158035,1896,10,1.804272709,0
818,2,5,3,0.040215587,1646,10,0.943194554,0
876,6,5,3,0.954531658,2158,10,1.804272709,0
779,6,5,7,0.309935443,1801,10,0.943194554,0
829,5,5,3,0.560611749,2027,10,1.804272709,0
791,6,5,7,0.09109105,1873,10,1.804272709,0
584,6,5,3,0.007532281,1869,10,0.943194554,0
946,2,5,3,0.727729286,2284,10,0.943194554,0
689,5,5,3,0.349725333,1916,10,0.943194554,0
718,5,5,3,0.425326124,1926,10,0.943194554,0
1038,5,5,3,1.268871787,2326,10,0.943194554,0
867,5,5,7,0.047322171,2104,10,1.804272709,0
781,2,5,3,0.458009429,1473,10,0.943194554,0
828,5,5,3,0.624275573,2025,10,1.804272709,0
889,5,5,7,0.469095002,2068,10,0.943194554,0
931,5,5,7,0.676002429,1995,10,0.943194554,0
686,6,5,3,0.263038969,1938,10,1.804272709,0
841,2,5,3,0.155606267,1774,10,1.804272709,0
859,6,5,7,0.142817906,2018,10,1.804272709,0
640,2,5,3,0.333809377,1892,10,0.943194554,0
1037,5,5,3,0.039364193,1853,10,0.943194554,0
811,6,5,3,0.024299631,1714,10,0.943194554,0
801,6,5,7,0.266166565,1837,10,0.943194554,0
776,5,5,3,0.481031969,1949,10,1.804272709,0
489,2,5,3,0.430156507,1759,10,1.804272709,0
782,6,5,7,0.847098955,1927,10,1.804272709,0
894,6,5,3,0.278103531,1857,10,0.943194554,0
827,2,5,3,0.274124542,1917,10,0.943194554,0
852,2,5,3,0.552653771,1947,10,0.943194554,0
846,2,5,3,0.564590738,2000,10,1.804272709,0
644,2,5,7,0.063238127,1788,10,1.804272709,0
909,5,5,3,0.337788366,2233,10,1.804272709,0
783,5,5,3,0.198523752,2016,10,1.804272709,0
608,6,5,3,0.374450661,1703,10,0.943194554,0
1000,5,5,3,0.576527705,2227,10,0.943194554,0
505,6,5,7,0.350576727,1580,10,0.943194554,0
936,2,5,7,0.377578256,2212,10,1.804272709,0
816,6,5,3,0.146796895,1918,10,1.804272709,0
857,2,5,3,0.309935443,1837,10,0.943194554,0
715,5,5,7,0.59642265,1921,10,1.804272709,0
671,5,5,7,0.759561198,1964,10,1.804272709,0
943,2,5,3,0.492968936,2043,10,0.943194554,0
964,6,5,7,0.882909856,2285,10,0.943194554,0
723,6,5,3,0.056131543,1708,10,1.804272709,0
896,5,5,7,0.3616623,2239,10,1.804272709,0
915,5,5,7,0.413389157,2240,10,0.943194554,0
708,2,5,3,0.036236598,1784,10,1.804272709,0
1030,6,5,7,0.286061509,1899,10,1.804272709,0
536,2,5,7,0.450051451,1631,10,0.943194554,0
907,6,5,3,0.71181333,1987,10,1.804272709,0
973,2,5,3,0.369620278,2128,10,1.804272709,0
659,5,5,3,0.075175094,2238,10,1.804272709,0
1181,5,5,7,1.344472577,2391,10,1.804272709,0
928,5,5,7,0.309935443,1949,10,1.804272709,0
575,5,5,7,0.405431179,1966,10,0.943194554,0
743,2,5,3,0.162712851,1916,10,1.804272709,0
817,5,5,3,0.142817906,1857,10,1.804272709,0
975,2,5,3,0.719771308,2338,10,0.943194554,0
952,5,5,7,0.588464672,2113,10,1.804272709,0
1043,5,5,7,0.851077944,2163,10,1.804272709,0
784,2,5,3,0.274124542,1848,10,0.943194554,0
845,6,5,3,0.301977465,2043,10,1.804272709,0
962,6,5,7,0.425326124,1896,10,0.943194554,0
775,6,5,7,0.433284102,2139,10,1.804272709,0
876,5,5,3,0.656107484,2032,10,0.943194554,0
903,5,5,3,0.329830388,1962,10,0.943194554,0
947,5,5,3,0.394345606,1690,10,1.804272709,0
578,6,5,3,0.597274044,1672,10,0.943194554,0
843,5,5,3,0.691918385,2092,10,0.943194554,0
800,6,5,7,0.235186047,1862,10,1.804272709,0
807,2,5,7,0.218418697,1779,10,1.804272709,0
923,2,5,7,0.799351088,2212,10,0.943194554,0
611,2,5,7,0.902804801,2214,10,1.804272709,0
775,5,5,7,0.063238127,1981,10,0.943194554,0
783,6,5,3,0.369620278,2204,10,1.804272709,0
643,5,5,3,0.127753344,1711,10,1.804272709,0
680,6,5,7,0.131732333,1677,10,1.804272709,0
848,5,5,7,0.616317595,1894,10,1.804272709,0
617,2,5,3,0.210460719,1966,10,0.943194554,0
705,5,5,7,0.274124542,1825,10,0.943194554,0
772,6,5,3,0.222397686,1730,10,1.804272709,0
664,5,5,3,0.597274044,1504,10,1.804272709,0
731,2,5,7,0.071196105,1927,10,1.804272709,0
881,5,5,3,0.429305113,2260,10,1.804272709,0
756,6,5,3,0.449200057,1761,10,1.804272709,0
707,5,5,3,0.142817906,1955,10,1.804272709,0
663,6,5,7,0.541568198,1708,10,0.943194554,0
870,6,5,7,0.174649818,1879,10,1.804272709,0
979,5,5,3,0.823225021,2113,10,1.804272709,0
850,5,5,7,0.461137024,1920,10,0.943194554,0
967,6,5,3,0.886888845,2387,10,1.804272709,0
924,5,5,3,1.173376051,2222,10,1.804272709,0
966,5,5,3,0.938615702,2296,10,0.943194554,0
875,2,5,7,0.381557245,1979,10,1.804272709,0
826,6,5,3,0.481031969,2003,10,0.943194554,0
778,5,5,7,1.097775261,2201,10,0.943194554,0
974,2,5,3,1.057985371,2093,10,0.943194554,0
875,5,5,3,0.648149506,2178,10,0.943194554,0
1049,6,5,7,0.703855352,2045,10,1.804272709,0
669,2,5,7,0.251102003,1689,10,0.943194554,0
792,6,5,7,0.421347135,2122,10,1.804272709,0
691,6,5,3,0.015490259,1770,10,0.943194554,0
774,6,5,7,0.382408639,1712,10,1.804272709,0
745,2,5,3,0.015490259,1818,10,0.943194554,0
765,2,5,3,0.039364193,1852,10,0.943194554,0
865,5,5,3,0.238313642,1968,10,1.804272709,0
884,6,5,7,0.703855352,1956,10,1.804272709,0
958,5,5,3,1.050027393,2353,10,1.804272709,0
813,5,5,7,0.301977465,2105,10,0.943194554,0
638,5,5,3,0.087112061,1920,10,0.943194554,0
829,6,5,7,0.417368146,1968,10,0.943194554,0
695,2,5,3,0.406282573,1791,10,0.943194554,0
851,6,5,3,0.592443661,2131,10,0.943194554,0
454,5,5,7,0.461988418,1643,10,0.943194554,0
899,2,5,3,0.154754873,1939,10,0.943194554,0
906,6,5,7,0.588464672,2030,10,1.804272709,0
846,6,5,3,0.09109105,1818,10,1.804272709,0
661,6,5,3,0.505757297,1866,10,0.943194554,0
787,2,5,7,0.147648289,1905,10,1.804272709,0
841,6,5,3,0.250250609,1829,10,0.943194554,0
815,2,5,3,0.031406215,1759,10,1.804272709,0
694,5,5,3,0.270145554,1884,10,0.943194554,0
620,2,5,3,0.039364193,1855,10,1.804272709,0
724,5,5,3,0.492968936,1922,10,1.804272709,0
715,5,5,7,0.072047499,1923,10,1.804272709,0
759,5,5,7,0.135711322,1595,10,1.804272709,0
698,6,5,7,0.294019487,1957,10,1.804272709,0
709,5,5,3,0.24627162,2052,10,1.804272709,0
707,5,5,3,0.270145554,1738,10,1.804272709,0
771,6,5,3,0.031406215,1804,10,0.943194554,0
738,2,5,3,0.019469248,1872,10,0.943194554,0
684,2,5,3,0.294870881,1957,10,0.943194554,0
871,6,5,3,0.341767355,2079,10,1.804272709,0
672,2,5,7,0.000425697,2123,10,1.804272709,0
863,2,5,7,0.301977465,2009,10,0.943194554,0
769,6,5,7,0.138838917,1857,10,1.804272709,0
576,6,5,3,0.548674782,1755,10,1.804272709,0
925,5,5,3,0.317893421,1874,10,0.943194554,0
853,5,5,3,0.453179046,1937,10,1.804272709,0
829,2,5,3,1.042069415,2042,10,1.804272709,0
737,5,5,7,0.194544763,1925,10,0.943194554,0
791,5,5,7,0.214439708,1813,10,0.943194554,0
740,2,5,3,0.342618749,1707,10,1.804272709,0
885,2,5,3,0.210460719,1930,10,0.943194554,0
741,2,5,7,0.297998476,1822,10,0.943194554,0
1051,5,5,3,1.328556622,2374,10,1.804272709,0
657,2,5,3,0.142817906,1732,10,0.943194554,0
609,2,5,7,0.29884987,1707,10,0.943194554,0
629,5,5,3,0.09109105,1849,10,0.943194554,0
963,5,5,7,0.795372099,2017,10,0.943194554,0
776,5,5,3,0.413389157,2140,10,0.943194554,0
722,5,5,7,0.382408639,1667,10,0.943194554,0
836,6,5,7,0.389515223,1867,10,1.804272709,0
715,2,5,7,0.313914432,1880,10,1.804272709,0
694,5,5,7,0.325851399,1970,10,0.943194554,0
834,2,5,7,0.107007005,1823,10,1.804272709,0
904,5,5,3,0.119795366,1807,10,0.943194554,0
763,6,5,3,0.075175094,1910,10,0.943194554,0
773,5,5,3,0.020320642,2126,10,0.943194554,0
837,2,5,7,0.393494212,1793,10,1.804272709,0
759,5,5,7,0.007532281,1776,10,0.943194554,0
689,2,5,3,0.508884892,2105,10,0.943194554,0
884,2,5,3,0.759561198,2221,10,1.804272709,0
826,2,5,3,0.461137024,2225,10,1.804272709,0
833,2,5,3,0.560611749,2049,10,0.943194554,0
749,5,5,7,0.286061509,2025,10,0.943194554,0
891,2,5,7,0.691918385,1926,10,1.804272709,0
851,6,5,3,0.341767355,1961,10,1.804272709,0
864,2,5,3,0.18345919,1867,10,1.804272709,0
928,5,5,7,0.409410168,1932,10,1.804272709,0
581,2,5,3,0.083984465,1819,10,0.943194554,0
736,6,5,3,0.381557245,1980,10,1.804272709,0
1114,2,5,7,1.065943349,2343,10,0.943194554,0
774,6,5,7,0.795372099,1970,10,1.804272709,0
737,6,5,3,0.354555716,1767,10,0.943194554,0
772,2,5,7,0.540716804,1994,10,1.804272709,0
909,5,5,3,1.10175425,2126,10,0.943194554,0
813,6,5,3,0.329830388,1936,10,0.943194554,0
1010,6,5,3,0.767519176,2305,10,0.943194554,0
710,6,5,7,0.398324595,1970,10,0.943194554,0
770,5,5,3,0.003553292,1929,10,1.804272709,0
916,6,5,3,0.134859928,1978,10,1.804272709,0
1690,5,0,10,1.149502118,2620,11,0.943194554,0
1351,5,1,10,0.950552669,2313,11,0.943194554,0
1658,5,1,10,1.555358993,2615,11,0.943194554,0
1359,5,1,10,0.528779837,2414,11,1.804272709,0
1498,2,0,10,1.042069415,2781,11,0.943194554,0
1496,5,0,10,1.042069415,2586,11,1.804272709,0
1153,5,0,10,0.644170517,2271,11,1.804272709,0
1357,2,0,10,0.727729286,2475,11,0.943194554,0
1382,5,1,10,1.244997853,2438,11,1.804272709,0
1188,2,0,10,0.851077944,2276,11,1.804272709,0
1462,6,1,10,1.165418073,2573,11,0.943194554,0
1409,2,1,10,0.664065462,2427,11,0.943194554,0
1549,6,0,10,1.813993277,2702,11,0.943194554,0
809,2,0,10,0.509736286,2138,11,1.804272709,0
1498,2,1,10,1.129607173,2646,11,0.943194554,0
794,6,0,10,0.695897374,2044,11,1.804272709,0
1382,6,0,10,0.524800848,2179,11,1.804272709,0
1574,5,1,10,1.336514599,2393,11,1.804272709,0
1333,2,0,10,0.719771308,2258,11,0.943194554,0
1470,2,0,10,0.636212539,2381,11,0.943194554,0
1518,6,1,10,2.096501494,2672,11,1.804272709,0
1293,6,0,10,1.046048404,2529,11,1.804272709,0
1331,6,0,10,0.938615702,2402,11,0.943194554,0
1416,5,1,10,1.185313018,2449,11,0.943194554,0
1592,5,1,10,1.551380004,2783,11,0.943194554,0
1252,5,0,10,0.699876363,2434,11,1.804272709,0
1622,2,1,10,1.64687574,2376,11,1.804272709,0
1442,5,0,10,1.360388533,2591,11,0.943194554,0
